type,signl,time,price,profit ,profit percent
Exit long,buyclose,11/7/2020 16:45,15371.994,26.79,1.07
Entry long,buy,11/7/2020 18:15,15153.08,,
Exit long,buyclose,11/7/2020 18:50,14978.89,-30.24,-1.21
Entry long,buy,11/7/2020 19:15,14790,,
Exit long,buyclose,11/8/2020 2:05,15086.631,48.64,1.95
Entry long,buy,11/8/2020 7:50,14940.34,,
Exit long,buyclose,11/8/2020 9:05,15021.249,12.04,0.48
Entry long,buy,11/8/2020 19:25,15362.02,,
Exit long,buyclose,11/9/2020 0:30,15537.23,27.01,1.08
Entry long,buy,11/9/2020 3:15,15436.29,,
Exit long,buyclose,11/9/2020 8:20,15242.24,-32.93,-1.32
Entry long,buy,11/9/2020 13:15,15396.56,,
Exit long,buyclose,11/9/2020 16:05,14905.26,-81.27,-3.25
Entry long,buy,11/9/2020 16:30,14953.02,,
Exit long,buyclose,11/9/2020 16:45,15064.064,17.07,0.68
Entry long,buy,11/9/2020 22:50,15249.12,,
Exit long,buyclose,11/10/2020 1:55,15399.389,23.14,0.93
Entry long,buy,11/10/2020 3:35,15264.89,,
Exit long,buyclose,11/10/2020 4:00,15348.102,12.13,0.49
Entry long,buy,11/10/2020 6:45,15275.51,,
Exit long,buyclose,11/10/2020 8:10,15377.383,15.17,0.61
Entry long,buy,11/10/2020 11:00,15304.26,,
Exit long,buyclose,11/10/2020 11:20,15186.47,-20.74,-0.83
Entry long,buy,11/10/2020 13:15,15243,,
Exit long,buyclose,11/10/2020 13:55,15303.22,8.38,0.34
Entry long,buy,11/10/2020 15:30,15156.71,,
Exit long,buyclose,11/10/2020 17:15,15287.111,20.01,0.8
Entry long,buy,11/11/2020 4:45,15365.05,,
Exit long,buyclose,11/11/2020 8:10,15428.1,8.76,0.35
Entry long,buy,11/11/2020 20:10,15740.76,,
Exit long,buyclose,11/11/2020 20:30,15574,-27.99,-1.12
Entry long,buy,11/11/2020 21:25,15705.01,,
Exit long,buyclose,11/11/2020 21:30,15731.004,2.64,0.11
Entry long,buy,11/12/2020 0:05,15603.89,,
Exit long,buyclose,11/12/2020 0:10,15493.31,-19.22,-0.77
Entry long,buy,11/12/2020 11:00,15743.23,,
Exit long,buyclose,11/12/2020 12:45,15911.177,25.17,1.01
Entry long,buy,11/12/2020 18:00,15986.55,,
Exit long,buyclose,11/12/2020 21:00,16150.574,24.15,0.97
Entry long,buy,11/13/2020 5:10,16264.88,,
Exit long,buyclose,11/13/2020 11:10,16086.1,-28.98,-1.16
Entry long,buy,11/13/2020 14:35,16191,,
Exit long,buyclose,11/13/2020 16:25,15965.32,-36.35,-1.45
Entry long,buy,11/13/2020 20:55,16200,,
Exit long,buyclose,11/13/2020 21:05,16252.954,6.67,0.27
Entry long,buy,11/14/2020 1:15,16204.6,,
Exit long,buyclose,11/14/2020 4:15,16102.71,-17.22,-0.69
Entry long,buy,11/14/2020 4:50,16131.98,,
Exit long,buyclose,11/14/2020 5:55,16150.293,1.34,0.05
Entry long,buy,11/14/2020 7:15,16080.88,,
Exit long,buyclose,11/14/2020 8:15,15994.34,-14.95,-0.6
Entry long,buy,11/14/2020 9:05,15909.94,,
Exit long,buyclose,11/14/2020 14:00,15947.17,4.35,0.17
Entry long,buy,11/14/2020 16:50,15860.36,,
Exit long,buyclose,11/14/2020 21:10,15999.896,20.49,0.82
Entry long,buy,11/15/2020 1:10,15939.31,,
Exit long,buyclose,11/15/2020 6:45,16060.993,17.59,0.7
Entry long,buy,11/15/2020 10:20,15989.19,,
Exit long,buyclose,11/15/2020 11:30,16076.29,12.12,0.48
Entry long,buy,11/15/2020 16:25,15967.3,,
Exit long,buyclose,11/15/2020 18:00,15862.6,-17.89,-0.72
Entry long,buy,11/15/2020 19:10,15882.8,,
Exit long,buyclose,11/15/2020 19:15,15921.665,4.62,0.18
Entry long,buy,11/15/2020 20:30,15817.2,,
Exit long,buyclose,11/15/2020 21:05,15877.948,8.1,0.32
Entry long,buy,11/15/2020 22:15,15792.54,,
Exit long,buyclose,11/15/2020 22:30,15870.33,10.81,0.43
Entry long,buy,11/16/2020 21:50,16703.81,,
Exit long,buyclose,11/17/2020 11:20,16852.401,20.74,0.83
Entry long,buy,11/18/2020 5:35,17754.5,,
Exit long,buyclose,11/20/2020 7:15,18415.932,91.64,3.67
Entry long,buy,11/20/2020 18:35,18524.68,,
Exit long,buyclose,11/20/2020 20:00,18678.321,19.23,0.77
Entry long,buy,11/20/2020 22:10,18525.81,,
Exit long,buyclose,11/20/2020 22:40,18630.97,12.69,0.51
Entry long,buy,11/21/2020 3:50,18695,,
Exit long,buyclose,11/21/2020 4:05,18509.44,-26.31,-1.05
Entry long,buy,11/21/2020 4:40,18629.49,,
Exit long,buyclose,11/21/2020 5:20,18648.273,1.02,0.04
Entry long,buy,11/21/2020 9:35,18615,,
Exit long,buyclose,11/21/2020 12:00,18390.3,-31.68,-1.27
Entry long,buy,11/21/2020 12:05,18556.6,,
Exit long,buyclose,11/21/2020 12:10,18575.761,1.08,0.04
Entry long,buy,11/21/2020 19:40,18717.46,,
Exit long,buyclose,11/22/2020 0:15,18776.72,6.42,0.26
Entry long,buy,11/22/2020 0:55,18574.99,,
Exit long,buyclose,11/22/2020 1:45,18400,-25.05,-1
Entry long,buy,11/22/2020 6:25,18478,,
Exit long,buyclose,11/22/2020 8:55,18237.51,-34.04,-1.36
Entry long,buy,11/22/2020 10:45,18184.98,,
Exit long,buyclose,11/22/2020 11:35,17883.99,-42.88,-1.72
Entry long,buy,11/22/2020 23:15,18487.33,,
Exit long,buyclose,11/23/2020 0:50,18221.4,-37.46,-1.5
Entry long,buy,11/23/2020 1:30,18149.87,,
Exit long,buyclose,11/23/2020 1:55,18263.297,14.12,0.56
Entry long,buy,11/23/2020 13:20,18474.43,,
Exit long,buyclose,11/23/2020 14:00,18656.49,23.14,0.93
Entry long,buy,11/23/2020 15:20,18386.71,,
Exit long,buyclose,11/24/2020 8:55,18644.945,33.61,1.34
Entry long,buy,11/24/2020 20:05,19233.2,,
Exit long,buyclose,11/24/2020 20:10,19266.031,2.77,0.11
Entry long,buy,11/24/2020 20:30,19027.06,,
Exit long,buyclose,11/25/2020 4:55,18725.82,-41.08,-1.64
Entry long,buy,11/25/2020 16:25,19017.53,,
Exit long,buyclose,11/25/2020 20:35,18821.6,-27.26,-1.09
Entry long,buy,11/25/2020 22:25,18830.88,,
Exit long,buyclose,11/25/2020 23:15,18510.54,-44.03,-1.76
Entry long,buy,11/26/2020 2:25,18565.61,,
Exit long,buyclose,11/26/2020 2:30,18441.99,-18.15,-0.73
Entry long,buy,11/26/2020 4:45,17744.33,,
Exit long,buyclose,11/26/2020 8:25,17142.92,-86.23,-3.45
Entry long,buy,11/26/2020 9:30,16814.96,,
Exit long,buyclose,11/26/2020 9:55,17032,30.77,1.23
Entry long,buy,11/26/2020 14:05,17028.67,,
Exit long,buyclose,11/26/2020 17:05,16449.3,-86.56,-3.46
Entry long,buy,11/26/2020 17:15,16523.89,,
Exit long,buyclose,11/26/2020 20:15,16925.103,59.2,2.37
Entry long,buy,11/27/2020 7:55,17106.79,,
Exit long,buyclose,11/27/2020 8:05,16910,-30.26,-1.21
Entry long,buy,11/27/2020 9:50,16644.69,,
Exit long,buyclose,11/27/2020 20:45,17116.68,69.39,2.78
Entry long,buy,11/28/2020 3:05,16962.65,,
Exit long,buyclose,11/28/2020 7:00,17066.2,13.76,0.55
Entry long,buy,11/28/2020 8:30,16931.43,,
Exit long,buyclose,11/28/2020 10:15,17041.417,14.74,0.59
Entry long,buy,11/29/2020 0:25,17548.01,,
Exit long,buyclose,11/29/2020 2:50,17738.3,25.61,1.02
Entry long,buy,11/29/2020 6:15,17729.17,,
Exit long,buyclose,11/29/2020 7:35,17827.571,12.38,0.5
Entry long,buy,11/29/2020 12:20,17985.74,,
Exit long,buyclose,11/29/2020 13:20,18107.96,15.49,0.62
Entry long,buy,11/29/2020 16:25,17984.12,,
Exit long,buyclose,11/29/2020 17:20,18125.66,18.18,0.73
Entry long,buy,11/29/2020 22:25,18103.84,,
Exit long,buyclose,11/30/2020 0:00,18285.847,23.63,0.95
Entry long,buy,11/30/2020 8:10,18447.74,,
Exit long,buyclose,11/30/2020 11:10,18637.589,24.23,0.97
Entry long,buy,11/30/2020 17:05,19207.22,,
Exit long,buyclose,11/30/2020 21:20,19527.494,40.19,1.61
Entry long,buy,12/1/2020 4:00,19492.26,,
Exit long,buyclose,12/1/2020 10:00,19601.163,12.47,0.5
Entry long,buy,12/1/2020 11:30,19391.13,,
Exit long,buyclose,12/9/2020 8:20,17836.06,-201.99,-8.08
Entry long,buy,12/13/2020 15:15,19188.07,,
Exit long,buyclose,12/13/2020 16:10,19334.077,17.52,0.7
Entry long,buy,12/13/2020 20:30,19134.16,,
Exit long,buyclose,12/13/2020 21:10,19228.3,10.8,0.43
Entry long,buy,12/13/2020 22:20,19042.17,,
Exit long,buyclose,12/13/2020 23:10,19186.73,17.48,0.7
Entry long,buy,12/14/2020 0:50,19033.14,,
Exit long,buyclose,12/14/2020 1:40,19116.176,9.41,0.38
Entry long,buy,12/14/2020 4:20,19126.72,,
Exit long,buyclose,12/14/2020 15:00,19265.466,16.64,0.67
Entry long,buy,12/15/2020 4:50,19302.03,,
Exit long,buyclose,12/15/2020 4:55,19214.71,-12.81,-0.51
Entry long,buy,12/15/2020 9:20,19151.77,,
Exit long,buyclose,12/15/2020 9:25,19187.099,3.11,0.12
Entry long,buy,12/15/2020 21:20,19426.17,,
Exit long,buyclose,12/16/2020 9:15,19499.814,7.98,0.32
Entry long,buy,12/17/2020 18:00,23278.98,,
Exit long,buyclose,12/17/2020 20:45,22363.95,-99.77,-3.99
Entry long,buy,12/18/2020 11:05,22868.39,,
Exit long,buyclose,12/18/2020 12:10,23080.627,21.7,0.87
Entry long,buy,12/18/2020 13:50,22721.62,,
Exit long,buyclose,12/18/2020 21:05,22934.476,21.92,0.88
Entry long,buy,12/19/2020 5:15,23053.02,,
Exit long,buyclose,12/19/2020 8:05,22827.51,-25.96,-1.04
Entry long,buy,12/20/2020 0:10,23776.94,,
Exit long,buyclose,12/20/2020 0:20,23507,-29.88,-1.2
Entry long,buy,12/20/2020 1:10,23501.57,,
Exit long,buyclose,12/20/2020 1:45,23524.51,0.94,0.04
Entry long,buy,12/20/2020 2:40,23434.34,,
Exit long,buyclose,12/20/2020 4:15,23137.3,-33.19,-1.33
Entry long,buy,12/20/2020 10:40,23487.49,,
Exit long,buyclose,12/20/2020 14:35,23649.037,15.7,0.63
Entry long,buy,12/20/2020 21:15,23780.43,,
Exit long,buyclose,12/20/2020 22:00,23190.1,-63.56,-2.54
Entry long,buy,12/20/2020 22:20,23511.93,,
Exit long,buyclose,12/21/2020 0:30,23632.216,11.29,0.45
Entry long,buy,12/21/2020 6:20,23825.37,,
Exit long,buyclose,12/21/2020 7:00,23952.88,11.88,0.48
Entry long,buy,12/21/2020 8:55,23677.63,,
Exit long,buyclose,12/21/2020 9:45,23497.76,-20.49,-0.82
Entry long,buy,12/21/2020 11:35,22697.97,,
Exit long,buyclose,12/21/2020 11:40,22801.1,9.86,0.39
Entry long,buy,12/21/2020 12:05,22585.61,,
Exit long,buyclose,12/21/2020 12:10,22176,-46.84,-1.87
Entry long,buy,12/21/2020 12:45,22278.03,,
Exit long,buyclose,12/21/2020 13:05,22581.662,32.57,1.3
Entry long,buy,12/21/2020 17:25,22818.48,,
Exit long,buyclose,12/22/2020 12:45,23277,48.74,1.95
Entry long,buy,12/23/2020 2:10,23654.72,,
Exit long,buyclose,12/23/2020 11:05,23213.9,-48.09,-1.92
Entry long,buy,12/23/2020 11:10,23124.32,,
Exit long,buyclose,12/23/2020 12:35,23622.761,52.39,2.1
Entry long,buy,12/23/2020 21:10,23404.19,,
Exit long,buyclose,12/23/2020 21:15,23272,-15.62,-0.62
Entry long,buy,12/23/2020 21:45,23275.43,,
Exit long,buyclose,12/23/2020 22:15,22916.43,-40.06,-1.6
Entry long,buy,12/24/2020 0:20,22970,,
Exit long,buyclose,12/24/2020 8:10,23331.806,37.88,1.52
Entry long,buy,12/25/2020 3:00,23515.35,,
Exit long,buyclose,12/25/2020 4:30,23597.122,7.19,0.29
Entry long,buy,12/25/2020 14:45,23940.1,,
Exit long,buyclose,12/25/2020 18:45,24458.6,52.65,2.11
Entry long,buy,12/26/2020 5:35,24768.82,,
Exit long,buyclose,12/26/2020 6:45,24866.691,8.38,0.34
Entry long,buy,12/26/2020 9:30,24797.94,,
Exit long,buyclose,12/26/2020 12:50,24930.123,11.83,0.47
Entry long,buy,12/27/2020 11:45,27600,,
Exit long,buyclose,12/30/2020 3:05,28317.279,63.47,2.54
Entry long,buy,12/30/2020 8:30,27909.23,,
Exit long,buyclose,12/30/2020 18:45,28517,52.94,2.12
Entry long,buy,12/31/2020 1:10,28539.02,,
Exit long,buyclose,12/31/2020 4:15,29220.683,58.21,2.33
Entry long,buy,12/31/2020 9:15,28777.24,,
Exit long,buyclose,12/31/2020 9:40,29034.098,20.81,0.83
Entry long,buy,12/31/2020 12:55,28629.66,,
Exit long,buyclose,12/31/2020 13:05,28352,-25.75,-1.03
Entry long,buy,12/31/2020 14:30,28211.33,,
Exit long,buyclose,12/31/2020 15:00,28509.828,24.95,1
Entry long,buy,12/31/2020 17:00,28488.01,,
Exit long,buyclose,12/31/2020 17:40,28730.08,19.74,0.79
Entry long,buy,12/31/2020 23:45,28974.77,,
Exit long,buyclose,1/1/2021 1:05,29086.257,8.12,0.32
Entry long,buy,1/1/2021 5:10,29155.48,,
Exit long,buyclose,1/1/2021 10:15,29365.9,16.54,0.66
Entry long,buy,1/1/2021 15:40,29149.66,,
Exit long,buyclose,1/1/2021 16:50,29377.837,18.07,0.72
Entry long,buy,1/1/2021 17:40,29190.81,,
Exit long,buyclose,1/1/2021 17:45,28964.79,-20.86,-0.83
Entry long,buy,1/1/2021 17:50,29139.09,,
Exit long,buyclose,1/1/2021 22:40,29324.412,14.4,0.58
Entry long,buy,1/2/2021 0:25,29048.96,,
Exit long,buyclose,1/2/2021 1:35,29315,21.4,0.86
Entry long,buy,1/2/2021 20:25,32318.03,,
Exit long,buyclose,1/2/2021 20:55,31007,-102.92,-4.12
Entry long,buy,1/3/2021 14:50,33628.06,,
Exit long,buyclose,1/3/2021 15:05,33326.59,-23.91,-0.96
Entry long,buy,1/3/2021 16:55,32742.48,,
Exit long,buyclose,1/3/2021 20:20,33682.976,70.31,2.81
Entry long,buy,1/3/2021 23:55,33053.93,,
Exit long,buyclose,1/4/2021 2:50,33586.324,38.77,1.55
Entry long,buy,1/4/2021 5:50,33100,,
Exit long,buyclose,1/4/2021 6:20,33373.432,19.15,0.77
Entry long,buy,1/4/2021 7:20,31934.5,,
Exit long,buyclose,1/4/2021 8:45,31709.53,-19.11,-0.76
Entry long,buy,1/4/2021 9:15,31876.75,,
Exit long,buyclose,1/4/2021 9:40,30844.25,-82.48,-3.3
Entry long,buy,1/4/2021 16:25,31137.45,,
Exit long,buyclose,1/4/2021 19:40,31836,54.59,2.18
Entry long,buy,1/4/2021 21:40,30934.58,,
Exit long,buyclose,1/4/2021 23:25,31544.013,47.75,1.91
Entry long,buy,1/5/2021 3:30,32025.05,,
Exit long,buyclose,1/5/2021 4:05,31100.27,-73.69,-2.95
Entry long,buy,1/5/2021 5:00,31309.01,,
Exit long,buyclose,1/5/2021 5:55,30124.69,-96.07,-3.84
Entry long,buy,1/5/2021 6:10,30050.01,,
Exit long,buyclose,1/5/2021 6:45,31145.74,89.66,3.59
Entry long,buy,1/5/2021 14:05,31229.56,,
Exit long,buyclose,1/5/2021 14:40,31778.8,42.47,1.7
Entry long,buy,1/6/2021 0:25,33678.61,,
Exit long,buyclose,1/6/2021 0:55,34083.426,28.55,1.14
Entry long,buy,1/6/2021 7:50,34718.01,,
Exit long,buyclose,1/6/2021 11:15,35090.039,25.29,1.01
Entry long,buy,1/6/2021 14:15,34255.44,,
Exit long,buyclose,1/6/2021 15:15,34663.848,28.31,1.13
Entry long,buy,1/6/2021 20:05,34567.76,,
Exit long,buyclose,1/6/2021 20:45,35612.703,74.07,2.96
Entry long,buy,1/7/2021 6:25,36885.76,,
Exit long,buyclose,1/7/2021 11:35,37572.696,45.06,1.8
Entry long,buy,1/7/2021 18:45,37625.26,,
Exit long,buyclose,1/8/2021 10:35,40294.058,175.83,7.03
Entry long,buy,1/8/2021 15:35,40437.65,,
Exit long,buyclose,1/10/2021 17:35,37327.23,-193.8,-7.75
Entry long,buy,1/10/2021 18:50,37929.52,,
Exit long,buyclose,1/10/2021 20:10,36877.44,-70.84,-2.83
Entry long,buy,1/11/2021 0:15,37778.66,,
Exit long,buyclose,1/11/2021 2:10,36320,-98.03,-3.92
Entry long,buy,1/11/2021 2:20,36764.32,,
Exit long,buyclose,1/11/2021 3:30,34784.54,-136.13,-5.45
Entry long,buy,1/11/2021 4:30,34776.35,,
Exit long,buyclose,1/11/2021 5:05,35836.228,74.69,2.99
Entry long,buy,1/11/2021 6:05,34256.46,,
Exit long,buyclose,1/11/2021 6:45,32923.94,-98.75,-3.95
Entry long,buy,1/11/2021 11:15,34710.88,,
Exit long,buyclose,1/11/2021 12:05,33573.74,-83.4,-3.34
Entry long,buy,1/11/2021 13:20,33158.03,,
Exit long,buyclose,1/11/2021 14:05,31988.82,-89.65,-3.59
Entry long,buy,1/11/2021 15:50,32162.19,,
Exit long,buyclose,1/11/2021 17:35,33147,75.05,3
Entry long,buy,1/12/2021 1:50,34219.77,,
Exit long,buyclose,1/12/2021 4:00,35345.303,80.73,3.23
Entry long,buy,1/12/2021 10:25,34921.65,,
Exit long,buyclose,1/12/2021 13:40,34096.26,-60.59,-2.42
Entry long,buy,1/12/2021 14:15,33735.3,,
Exit long,buyclose,1/12/2021 16:00,34409.844,48.49,1.94
Entry long,buy,1/12/2021 19:45,34652.43,,
Exit long,buyclose,1/12/2021 22:00,34931,18.6,0.74
Entry long,buy,1/12/2021 22:55,33773.44,,
Exit long,buyclose,1/13/2021 7:25,34685.266,66,2.64
Entry long,buy,1/14/2021 4:10,36937.06,,
Exit long,buyclose,1/14/2021 4:35,37492.808,36.11,1.44
Entry long,buy,1/14/2021 21:15,38743,,
Exit long,buyclose,1/15/2021 0:35,39694.071,59.87,2.39
Entry long,buy,1/15/2021 3:20,39000.72,,
Exit long,buyclose,1/15/2021 5:45,38321.54,-45.04,-1.8
Entry long,buy,1/15/2021 5:50,38004.98,,
Exit long,buyclose,1/15/2021 10:05,38821.3,52.2,2.09
Entry long,buy,1/15/2021 11:50,38080.09,,
Exit long,buyclose,1/15/2021 12:25,37526.21,-37.86,-1.51
Entry long,buy,1/15/2021 13:20,37468,,
Exit long,buyclose,1/15/2021 15:05,36678.68,-54.17,-2.17
Entry long,buy,1/15/2021 15:40,36395.62,,
Exit long,buyclose,1/15/2021 16:00,35163.41,-86.14,-3.45
Entry long,buy,1/15/2021 18:45,34873.19,,
Exit long,buyclose,1/15/2021 21:45,36338.999,103.58,4.14
Entry long,buy,1/16/2021 2:55,36270.23,,
Exit long,buyclose,1/16/2021 8:30,37127.463,57.59,2.3
Entry long,buy,1/16/2021 12:30,37185.23,,
Exit long,buyclose,1/16/2021 21:55,35757.32,-97.5,-3.9
Entry long,buy,1/17/2021 4:50,35954.82,,
Exit long,buyclose,1/17/2021 6:00,35418.78,-38.77,-1.55
Entry long,buy,1/17/2021 6:20,35178.45,,
Exit long,buyclose,1/17/2021 7:30,34660,-38.34,-1.53
Entry long,buy,1/17/2021 7:35,34775.04,,
Exit long,buyclose,1/17/2021 12:15,35457.286,47.55,1.9
Entry long,buy,1/17/2021 23:55,35875.72,,
Exit long,buyclose,1/18/2021 3:45,34990.42,-63.19,-2.53
Entry long,buy,1/18/2021 4:20,35265.91,,
Exit long,buyclose,1/18/2021 4:30,35216.091,-5.03,-0.2
Entry long,buy,1/18/2021 4:40,35182.03,,
Exit long,buyclose,1/18/2021 5:40,35312.832,7.79,0.31
Entry long,buy,1/18/2021 11:10,36024.08,,
Exit long,buyclose,1/18/2021 11:50,36376.975,22.99,0.92
Entry long,buy,1/18/2021 14:35,36386.67,,
Exit long,buyclose,1/19/2021 0:00,36961.413,37.99,1.52
Entry long,buy,1/19/2021 5:00,36422.82,,
Exit long,buyclose,1/19/2021 6:30,36653.687,14.35,0.57
Entry long,buy,1/19/2021 10:40,37023,,
Exit long,buyclose,1/19/2021 11:55,37358.201,21.13,0.85
Entry long,buy,1/19/2021 12:45,36905.32,,
Exit long,buyclose,1/19/2021 15:45,37411.569,32.79,1.31
Entry long,buy,1/19/2021 17:30,37241.29,,
Exit long,buyclose,1/19/2021 19:25,36494.6,-51.63,-2.07
Entry long,buy,1/19/2021 19:30,36413.98,,
Exit long,buyclose,1/20/2021 0:00,35771.55,-45.61,-1.82
Entry long,buy,1/20/2021 2:05,35866.85,,
Exit long,buyclose,1/20/2021 3:35,35371.94,-36,-1.44
Entry long,buy,1/20/2021 4:35,35260.13,,
Exit long,buyclose,1/20/2021 4:45,35351.2,4.96,0.2
Entry long,buy,1/20/2021 9:40,34854.92,,
Exit long,buyclose,1/20/2021 11:15,34119.8,-54.23,-2.17
Entry long,buy,1/20/2021 12:05,34666.85,,
Exit long,buyclose,1/20/2021 12:10,34588.365,-7.16,-0.29
Entry long,buy,1/20/2021 15:55,34226.79,,
Exit long,buyclose,1/20/2021 16:05,33500.25,-54.57,-2.18
Entry long,buy,1/20/2021 21:25,34725.81,,
Exit long,buyclose,1/20/2021 22:15,35091.7,24.84,0.99
Entry long,buy,1/21/2021 1:45,34868.47,,
Exit long,buyclose,1/21/2021 3:30,34382.6,-36.34,-1.45
Entry long,buy,1/21/2021 3:35,34371.33,,
Exit long,buyclose,1/21/2021 4:00,34798.879,29.6,1.18
Entry long,buy,1/21/2021 5:00,34188.95,,
Exit long,buyclose,1/21/2021 7:00,34884,49.32,1.97
Entry long,buy,1/21/2021 8:10,34437.04,,
Exit long,buyclose,1/21/2021 8:50,33670.79,-57.13,-2.29
Entry long,buy,1/21/2021 10:00,32900.76,,
Exit long,buyclose,1/21/2021 12:05,31841.82,-81.96,-3.28
Entry long,buy,1/21/2021 12:30,32182.64,,
Exit long,buyclose,1/21/2021 12:50,32639.5,33.99,1.36
Entry long,buy,1/21/2021 14:15,31996.5,,
Exit long,buyclose,1/21/2021 19:35,32630.784,48.06,1.92
Entry long,buy,1/21/2021 21:35,31725.03,,
Exit long,buyclose,1/21/2021 21:50,31252.02,-38.77,-1.55
Entry short,sell,1/28/2021 2:10,31042.03,,
Exit short,sellclose,1/28/2021 14:05,32030.037,-81.07,-3.24
Entry short,sell,1/28/2021 15:05,31810,,
Exit short,sellclose,1/28/2021 18:45,32544.218,-59.2,-2.37
Entry short,sell,1/28/2021 19:25,32544.26,,
Exit short,sellclose,1/28/2021 21:45,33076.86,-42.41,-1.7
Entry short,sell,1/28/2021 22:30,33359.3,,
Exit short,sellclose,1/29/2021 0:05,33914.992,-43.14,-1.73
Entry long,buy,2/3/2021 7:55,36355.83,,
Exit long,buyclose,2/3/2021 8:05,36060.76,-21.79,-0.87
Entry long,buy,2/3/2021 9:05,35936.41,,
Exit long,buyclose,2/3/2021 11:00,36128.815,11.89,0.48
Entry long,buy,2/4/2021 3:55,37565.17,,
Exit long,buyclose,2/4/2021 4:35,37815.89,15.19,0.61
Entry long,buy,2/4/2021 9:00,37570.99,,
Exit long,buyclose,2/6/2021 0:00,38657.895,70.82,2.83
Entry long,buy,2/6/2021 5:15,39027.59,,
Exit long,buyclose,2/6/2021 6:20,39315.93,16.97,0.68
Entry long,buy,2/6/2021 18:00,40194.48,,
Exit long,buyclose,2/6/2021 20:15,39731.38,-30.3,-1.21
Entry long,buy,2/6/2021 20:20,39836.16,,
Exit long,buyclose,2/6/2021 21:00,40221.254,22.67,0.91
Entry long,buy,2/6/2021 23:05,39783.04,,
Exit long,buyclose,2/6/2021 23:45,39101.14,-44.35,-1.77
Entry long,buy,2/7/2021 1:55,38674.27,,
Exit long,buyclose,2/7/2021 8:15,39490.168,51.24,2.05
Entry long,buy,2/7/2021 11:25,39180,,
Exit long,buyclose,2/7/2021 13:35,38580.38,-39.76,-1.59
Entry long,buy,2/7/2021 13:40,38579.99,,
Exit long,buyclose,2/7/2021 15:15,37736.69,-56.15,-2.25
Entry long,buy,2/7/2021 16:10,37619.99,,
Exit long,buyclose,2/7/2021 16:55,38151.451,33.82,1.35
Entry long,buy,2/7/2021 20:05,37904.96,,
Exit long,buyclose,2/7/2021 20:45,38424.354,32.76,1.31
Entry long,buy,2/8/2021 2:05,38682,,
Exit long,buyclose,2/8/2021 4:00,38037.99,-43.12,-1.72
Entry long,buy,2/8/2021 17:10,42853.76,,
Exit long,buyclose,2/8/2021 20:30,43518.852,37.3,1.49
Entry long,buy,2/9/2021 9:35,46556.97,,
Exit long,buyclose,2/9/2021 12:50,45291,-69.48,-2.78
Entry long,buy,2/9/2021 13:30,46051.92,,
Exit long,buyclose,2/9/2021 13:40,45725.765,-19.21,-0.77
Entry long,buy,2/9/2021 23:10,46404.95,,
Exit long,buyclose,2/10/2021 0:20,46969.987,28.94,1.16
Entry long,buy,2/10/2021 1:25,46288.85,,
Exit long,buyclose,2/10/2021 2:30,46730,22.33,0.89
Entry long,buy,2/10/2021 4:05,45906.83,,
Exit long,buyclose,2/10/2021 6:35,46664.2,39.74,1.59
Entry long,buy,2/10/2021 12:05,46367.76,,
Exit long,buyclose,2/10/2021 12:30,45500,-48.29,-1.93
Entry long,buy,2/10/2021 14:35,45354.08,,
Exit long,buyclose,2/10/2021 15:45,43982.2,-77.12,-3.08
Entry long,buy,2/10/2021 16:05,44498,,
Exit long,buyclose,2/10/2021 16:15,44812.821,16.19,0.65
Entry long,buy,2/10/2021 21:05,44593.3,,
Exit long,buyclose,2/10/2021 21:50,44976,19.96,0.8
Entry long,buy,2/11/2021 0:10,44539.03,,
Exit long,buyclose,2/11/2021 3:50,45316.482,42.14,1.69
Entry long,buy,2/11/2021 6:40,44566.81,,
Exit long,buyclose,2/11/2021 7:05,44922.265,18.44,0.74
Entry long,buy,2/11/2021 17:10,47176.68,,
Exit long,buyclose,2/11/2021 18:25,47899.122,36.78,1.47
Entry long,buy,2/11/2021 20:55,47105.58,,
Exit long,buyclose,2/12/2021 0:05,48641,79.99,3.2
Entry long,buy,2/12/2021 3:20,47894.88,,
Exit long,buyclose,2/12/2021 4:20,47206.73,-37.42,-1.5
Entry long,buy,2/12/2021 4:35,47065.1,,
Exit long,buyclose,2/12/2021 8:20,47669.278,30.59,1.22
Entry long,buy,2/12/2021 14:35,46562.98,,
Exit long,buyclose,2/12/2021 14:45,46183.47,-21.88,-0.88
Entry long,buy,2/12/2021 18:50,47234.2,,
Exit long,buyclose,2/12/2021 21:05,47839.655,30.55,1.22
Entry long,buy,2/12/2021 23:35,47431.05,,
Exit long,buyclose,2/13/2021 1:55,47908.379,23.66,0.95
Entry long,buy,2/13/2021 5:30,47539.87,,
Exit long,buyclose,2/13/2021 5:50,47968.864,21.06,0.84
Entry long,buy,2/13/2021 7:35,47299.99,,
Exit long,buyclose,2/13/2021 7:55,47032.09,-15.66,-0.63
Entry long,buy,2/13/2021 10:45,47291.29,,
Exit long,buyclose,2/13/2021 10:50,47293,-1.41,-0.06
Entry long,buy,2/13/2021 11:00,46666.01,,
Exit long,buyclose,2/13/2021 15:00,47285.3,31.68,1.27
Entry long,buy,2/14/2021 13:50,48842.54,,
Exit long,buyclose,2/15/2021 1:30,48155.74,-36.65,-1.47
Entry long,buy,2/15/2021 2:10,47649.59,,
Exit long,buyclose,2/15/2021 2:15,47109.06,-29.86,-1.19
Entry long,buy,2/15/2021 3:05,47186.62,,
