type,signl,time,price,profit ,profit percent
Entry short,sell,9/7/2023 21:45,26191.7,,
Exit short,sellclose,9/8/2023 10:00,25905.65,25.8,1.03
Entry short,sell,9/8/2023 13:35,25891,,
Exit short,sellclose,9/8/2023 16:35,25771.07,10.08,0.4
Entry short,sell,9/8/2023 19:40,25873.3,,
Exit short,sellclose,9/10/2023 4:20,25737.16,11.65,0.47
Entry short,sell,9/10/2023 20:00,25769.3,,
Exit short,sellclose,9/11/2023 14:05,25404.96,33.85,1.35
Entry short,sell,9/11/2023 21:15,25146.5,,
Exit short,sellclose,9/12/2023 3:00,25324.65,-19.21,-0.77
Entry short,sell,9/12/2023 3:05,25270.4,,
Exit short,sellclose,9/12/2023 3:15,25646.48,-38.71,-1.55
Entry short,sell,9/12/2023 7:50,25814.9,,
Exit short,sellclose,9/12/2023 10:20,26035.39,-22.85,-0.91
Entry short,sell,9/12/2023 12:10,26144.4,,
Exit short,sellclose,9/12/2023 13:50,26251.2,-11.71,-0.47
Entry short,sell,9/12/2023 16:30,26404.1,,
Exit short,sellclose,9/12/2023 16:55,26084.4,28.77,1.15
Entry short,sell,9/12/2023 19:20,26114.8,,
Exit short,sellclose,9/12/2023 23:10,25824.5,26.29,1.05
Entry short,sell,9/13/2023 7:05,25967.3,,
Exit short,sellclose,9/13/2023 7:45,25852.75,9.53,0.38
Entry short,sell,9/13/2023 9:30,26047,,
Exit short,sellclose,9/13/2023 9:55,26178.38,-14.11,-0.56
Entry short,sell,9/13/2023 11:00,26119.9,,
Exit short,sellclose,9/13/2023 11:55,26225.02,-11.56,-0.46
Entry short,sell,9/13/2023 12:15,26228.5,,
Exit short,sellclose,9/13/2023 12:30,26106.59,10.12,0.4
Entry short,sell,9/13/2023 14:45,26222.4,,
Exit short,sellclose,9/14/2023 13:20,26675.49,-44.7,-1.79
Entry long,buy,9/20/2023 3:30,27105.1,,
Exit long,buyclose,9/20/2023 5:10,27045.8,-6.97,-0.28
Entry long,buy,9/20/2023 5:20,27080.1,,
Exit long,buyclose,9/20/2023 8:20,27135.76,3.64,0.15
Entry long,buy,9/20/2023 9:50,27015.7,,
Exit long,buyclose,9/20/2023 12:00,27110.74,7.29,0.29
Entry long,buy,9/20/2023 19:20,26888.4,,
Exit long,buyclose,9/20/2023 21:15,27144.28,22.29,0.89
Entry long,buy,9/21/2023 1:05,27008.8,,
Exit long,buyclose,9/21/2023 9:15,26873.8,-14,-0.56
Entry long,buy,9/21/2023 9:20,26866.8,,
Exit long,buyclose,9/21/2023 9:35,26731.4,-14.1,-0.56
Entry long,buy,9/21/2023 10:35,26738.3,,
Exit long,buyclose,9/21/2023 10:40,26760,0.53,0.02
Entry long,buy,9/21/2023 10:55,26636.7,,
Exit long,buyclose,9/21/2023 13:30,26470,-17.15,-0.69
Entry long,buy,9/21/2023 19:20,26588.2,,
Exit long,buyclose,9/22/2023 0:25,26456.5,-13.88,-0.56
Entry long,buy,9/29/2023 2:40,26902.1,,
Exit long,buyclose,9/29/2023 6:55,27053,12.52,0.5
Entry long,buy,9/29/2023 12:10,26910.1,,
Exit long,buyclose,9/29/2023 12:45,26995.76,6.46,0.26
Entry long,buy,9/29/2023 13:50,26913.1,,
Exit long,buyclose,9/29/2023 14:05,26718.5,-19.58,-0.78
Entry long,buy,9/29/2023 18:15,26780.1,,
Exit long,buyclose,9/29/2023 18:40,26846.18,4.67,0.19
Entry long,buy,9/30/2023 11:45,26928.4,,
Exit long,buyclose,9/30/2023 14:00,26980.04,3.29,0.13
Entry long,buy,9/30/2023 21:45,26946.7,,
Exit long,buyclose,10/1/2023 5:25,27057.93,8.82,0.35
Entry long,buy,10/1/2023 14:45,27091.2,,
Exit long,buyclose,10/1/2023 22:10,27204.47,8.95,0.36
Entry long,buy,10/2/2023 12:00,28200.5,,
Exit long,buyclose,10/2/2023 13:15,28343.68,11.19,0.45
Entry long,buy,10/2/2023 15:50,28088.6,,
Exit long,buyclose,10/2/2023 18:35,27720.9,-34.23,-1.37
Entry long,buy,10/2/2023 18:40,27693.7,,
Exit long,buyclose,10/3/2023 20:05,27176.6,-48.18,-1.93
Entry long,buy,10/3/2023 22:25,27306.5,,
Exit long,buyclose,10/3/2023 23:00,27408.84,7.87,0.31
Entry long,buy,10/4/2023 0:35,27271.2,,
Exit long,buyclose,10/4/2023 2:05,27397.27,10.06,0.4
Entry long,buy,10/4/2023 14:00,27416.5,,
Exit long,buyclose,10/4/2023 16:35,27529.4,8.79,0.35
Entry long,buy,10/5/2023 7:15,27592.1,,
Exit long,buyclose,10/5/2023 8:55,27648.55,3.61,0.14
Entry long,buy,10/5/2023 15:30,27523.1,,
Exit long,buyclose,10/6/2023 12:55,27287.9,-22.86,-0.91
Entry long,buy,10/7/2023 0:25,27911,,
Exit long,buyclose,10/7/2023 1:00,27933.74,0.54,0.02
Entry long,buy,10/7/2023 13:45,27906.6,,
Exit long,buyclose,10/7/2023 15:20,27957.01,3.02,0.12
Entry long,buy,10/7/2023 18:50,27871.2,,
Exit long,buyclose,10/7/2023 21:25,27925.58,3.38,0.14
Entry long,buy,10/8/2023 4:15,27974.3,,
Exit long,buyclose,10/8/2023 10:45,27802.2,-16.88,-0.68
Entry long,buy,10/8/2023 10:50,27821,,
Exit long,buyclose,10/8/2023 13:20,27870.5,2.95,0.12
Entry long,buy,10/8/2023 18:20,27812.7,,
Exit long,buyclose,10/8/2023 19:00,27879.18,4.48,0.18
Entry long,buy,10/8/2023 22:15,27890,,
Exit long,buyclose,10/9/2023 1:45,27949.87,3.87,0.15
Entry long,buy,10/9/2023 5:25,27870.5,,
Exit long,buyclose,10/9/2023 7:20,27826.5,-5.45,-0.22
Entry long,buy,10/9/2023 7:25,27830,,
Exit long,buyclose,10/9/2023 8:30,27720,-11.38,-0.46
Entry long,buy,10/9/2023 8:50,27735.7,,
Exit long,buyclose,10/9/2023 9:45,27541.2,-19.03,-0.76
Entry long,buy,10/9/2023 11:00,27501.9,,
Exit long,buyclose,10/9/2023 14:20,27549.8,2.85,0.11
Entry long,buy,10/9/2023 16:45,27351.1,,
Exit long,buyclose,10/9/2023 17:40,27510.46,13.07,0.52
Entry long,buy,10/10/2023 1:05,27522.4,,
Exit long,buyclose,10/10/2023 2:40,27607.03,6.19,0.25
Entry long,buy,10/10/2023 5:10,27567.5,,
Exit long,buyclose,10/10/2023 5:50,27595.98,1.08,0.04
Entry long,buy,10/10/2023 11:00,27588.9,,
Exit long,buyclose,10/10/2023 11:50,27516.2,-8.09,-0.32
Entry long,buy,10/10/2023 11:55,27494,,
Exit long,buyclose,10/10/2023 12:50,27421.9,-8.06,-0.32
Entry long,buy,10/10/2023 13:40,27346.3,,
Exit long,buyclose,10/10/2023 14:10,27458.47,8.75,0.35
Entry long,buy,10/10/2023 18:55,27343.8,,
Exit long,buyclose,10/10/2023 19:00,27374.2,1.28,0.05
Entry long,buy,10/10/2023 23:55,27381.3,,
Exit long,buyclose,10/11/2023 0:40,27428.54,2.81,0.11
Entry long,buy,10/17/2023 0:30,28377.4,,
Exit long,buyclose,10/17/2023 4:05,28058,-29.64,-1.19
Entry long,buy,10/17/2023 4:50,28193.2,,
Exit long,buyclose,10/17/2023 5:55,28218.15,0.71,0.03
Entry long,buy,10/17/2023 13:00,28201.5,,
Exit long,buyclose,10/17/2023 14:15,28409.48,16.94,0.68
Entry long,buy,10/17/2023 22:45,28378.8,,
Exit long,buyclose,10/18/2023 2:35,28464.49,6.05,0.24
Entry long,buy,10/18/2023 7:50,28482.9,,
Exit long,buyclose,10/18/2023 9:20,28575.82,6.66,0.27
Entry long,buy,10/18/2023 10:00,28334.7,,
Exit long,buyclose,10/19/2023 12:20,28546.89,17.22,0.69
Entry long,buy,10/19/2023 17:45,28514.5,,
Exit long,buyclose,10/19/2023 18:35,28652.17,10.57,0.42
Entry long,buy,10/20/2023 1:10,28576.8,,
Exit long,buyclose,10/20/2023 2:10,28664.11,6.14,0.25
Entry long,buy,10/20/2023 12:30,29615.8,,
Exit long,buyclose,10/21/2023 9:55,29870.7,20.02,0.8
Entry long,buy,10/21/2023 13:15,29709.6,,
Exit long,buyclose,10/21/2023 14:15,29800.67,6.16,0.25
Entry long,buy,10/21/2023 23:25,29922.2,,
Exit long,buyclose,10/22/2023 0:50,29981.17,3.43,0.14
Entry long,buy,10/22/2023 7:25,29932.5,,
Exit long,buyclose,10/22/2023 7:40,29732.7,-18.19,-0.73
Entry long,buy,10/22/2023 8:25,29797.9,,
Exit long,buyclose,10/22/2023 8:45,29853.26,3.14,0.13
Entry long,buy,10/22/2023 14:50,29851.6,,
Exit long,buyclose,10/22/2023 17:15,29921.19,4.33,0.17
Entry long,buy,10/22/2023 19:55,29830,,
Exit long,buyclose,10/22/2023 21:55,29700.3,-12.37,-0.49
Entry long,buy,10/22/2023 22:00,29736.9,,
Exit long,buyclose,10/22/2023 22:15,29817.99,5.32,0.21
Entry long,buy,10/23/2023 7:55,30508,,
Exit long,buyclose,10/23/2023 11:50,30713.4,15.33,0.61
Entry long,buy,10/23/2023 13:35,30492,,
Exit long,buyclose,10/23/2023 14:10,30673.56,13.39,0.54
Entry long,buy,10/24/2023 5:55,33902.3,,
Exit long,buyclose,10/24/2023 11:05,34539.3,45.47,1.82
Entry long,buy,10/24/2023 14:20,34150.7,,
Exit long,buyclose,10/24/2023 14:50,34428.44,18.83,0.75
Entry long,buy,10/24/2023 15:20,33876.6,,
Exit long,buyclose,10/24/2023 15:35,33320.7,-42.52,-1.7
Entry long,buy,10/24/2023 18:25,33550.9,,
Exit long,buyclose,10/24/2023 18:50,33864.57,21.87,0.87
Entry long,buy,10/24/2023 21:05,33570,,
Exit long,buyclose,10/24/2023 21:50,33912.53,24.01,0.96
Entry long,buy,10/25/2023 7:30,33879.7,,
Exit long,buyclose,10/25/2023 9:25,34164.04,19.48,0.78
Entry long,buy,10/25/2023 23:05,34454.7,,
Exit long,buyclose,10/26/2023 0:50,34604.27,9.35,0.37
Entry long,buy,10/26/2023 5:30,34607.5,,
Exit long,buyclose,10/26/2023 6:00,34502.6,-9.08,-0.36
Entry long,buy,10/26/2023 6:30,34532.1,,
Exit long,buyclose,10/26/2023 6:40,34552.9,0.01,0
Entry long,buy,10/26/2023 9:30,34465.5,,
Exit long,buyclose,10/26/2023 10:45,34190,-21.48,-0.86
Entry long,buy,10/26/2023 11:20,34251.9,,
Exit long,buyclose,10/26/2023 13:15,34334.81,4.55,0.18
Entry long,buy,10/26/2023 14:40,34079.7,,
Exit long,buyclose,10/26/2023 23:15,34279.55,13.16,0.53
Entry long,buy,10/27/2023 0:20,34120.9,,
Exit long,buyclose,10/27/2023 1:45,33890.4,-18.39,-0.74
Entry long,buy,10/27/2023 1:50,33822.9,,
Exit long,buyclose,10/27/2023 2:15,34007.16,12.12,0.48
Entry long,buy,10/27/2023 7:55,33954,,
Exit long,buyclose,10/27/2023 9:20,34168.05,14.26,0.57
Entry long,buy,10/27/2023 11:30,34027.5,,
Exit long,buyclose,10/27/2023 12:45,34119.8,5.28,0.21
Entry long,buy,10/27/2023 14:25,33931.6,,
Exit long,buyclose,10/27/2023 17:05,33712.5,-17.64,-0.71
Entry long,buy,10/27/2023 18:10,33566.1,,
Exit long,buyclose,10/27/2023 18:30,33418.4,-12.5,-0.5
Entry long,buy,10/28/2023 12:50,34020.9,,
Exit long,buyclose,10/28/2023 15:35,34183.8,10.47,0.42
Entry long,buy,10/28/2023 22:35,34100.8,,
Exit long,buyclose,10/29/2023 8:45,34186.3,4.77,0.19
Entry long,buy,10/29/2023 22:00,34519,,
Exit long,buyclose,10/29/2023 22:25,34630.94,6.61,0.26
Entry long,buy,10/30/2023 0:40,34495.2,,
Exit long,buyclose,10/30/2023 2:00,34343,-12.53,-0.5
Entry long,buy,10/30/2023 2:55,34328.5,,
Exit long,buyclose,10/30/2023 3:00,34330.04,-1.39,-0.06
Entry long,buy,10/30/2023 3:10,34302.4,,
Exit long,buyclose,10/30/2023 4:15,34330.04,0.51,0.02
Entry long,buy,10/30/2023 5:30,34315,,
Exit long,buyclose,10/30/2023 7:05,34345.13,0.7,0.03
Entry long,buy,10/30/2023 7:25,34219.8,,
Exit long,buyclose,10/30/2023 8:35,34330.7,6.6,0.26
Entry long,buy,10/30/2023 16:30,34527.6,,
Exit long,buyclose,10/30/2023 17:10,34309.4,-17.3,-0.69
Entry long,buy,10/31/2023 2:20,34410.6,,
Exit long,buyclose,10/31/2023 3:35,34261.3,-12.35,-0.49
Entry long,buy,10/31/2023 5:10,34206.1,,
Exit long,buyclose,10/31/2023 5:25,34287.14,4.42,0.18
Entry long,buy,10/31/2023 7:35,34163.2,,
Exit long,buyclose,10/31/2023 8:20,34284.21,7.36,0.29
Entry long,buy,10/31/2023 12:50,34308.4,,
Exit long,buyclose,10/31/2023 16:40,34508.45,13.08,0.52
Entry long,buy,10/31/2023 21:50,34490,,
Exit long,buyclose,11/1/2023 12:50,34714.18,14.75,0.59
Entry long,buy,11/1/2023 14:55,34184.2,,
Exit long,buyclose,11/1/2023 18:25,34620.13,30.38,1.22
Entry long,buy,11/2/2023 5:05,35410.3,,
Exit long,buyclose,11/2/2023 5:10,35290.3,-9.97,-0.4
Entry long,buy,11/2/2023 6:45,35165.1,,
Exit long,buyclose,11/2/2023 6:50,35242.06,3.97,0.16
Entry long,buy,11/2/2023 13:15,35191.3,,
Exit long,buyclose,11/2/2023 13:40,34842.2,-26.3,-1.05
Entry long,buy,11/2/2023 13:45,34986.7,,
Exit long,buyclose,11/5/2023 3:55,35273.69,19.01,0.76
Entry long,buy,11/5/2023 6:45,35077,,
Exit long,buyclose,11/5/2023 7:55,35145.25,3.36,0.13
Entry long,buy,11/5/2023 8:50,35054.7,,
Exit long,buyclose,11/5/2023 11:25,35164.58,6.34,0.25
Entry long,buy,11/5/2023 14:00,34897,,
Exit long,buyclose,11/5/2023 17:05,35067.33,10.7,0.43
Entry long,buy,11/5/2023 21:25,34903.6,,
Exit long,buyclose,11/5/2023 21:45,34771.1,-10.99,-0.44
Entry long,buy,11/6/2023 1:50,34913.3,,
Exit long,buyclose,11/6/2023 9:30,35110.9,12.65,0.51
Entry long,buy,11/6/2023 13:25,35013.4,,
Exit long,buyclose,11/6/2023 14:30,35211.91,12.67,0.51
Entry long,buy,11/6/2023 16:50,34970.1,,
Exit long,buyclose,11/6/2023 19:50,35088.59,6.97,0.28
Entry long,buy,11/7/2023 0:35,34900.2,,
Exit long,buyclose,11/7/2023 9:40,34750.2,-12.24,-0.49
Entry long,buy,11/7/2023 10:05,34693.6,,
Exit long,buyclose,11/7/2023 18:00,34900.43,13.4,0.54
Entry long,buy,11/7/2023 22:20,35331.6,,
Exit long,buyclose,11/8/2023 18:50,35607.49,18.02,0.72
Entry long,buy,11/9/2023 16:10,36622,,
Exit long,buyclose,11/9/2023 16:35,36068.4,-39.29,-1.57
Entry long,buy,11/9/2023 17:00,36499.6,,
Exit long,buyclose,11/9/2023 17:50,36582.27,4.16,0.17
Entry long,buy,11/10/2023 7:30,36576.1,,
Exit long,buyclose,11/10/2023 8:15,36356.2,-16.53,-0.66
Entry long,buy,11/10/2023 20:20,37164,,
Exit long,buyclose,11/10/2023 21:10,37324.25,9.28,0.37
Entry long,buy,11/10/2023 22:45,37433.6,,
Exit long,buyclose,11/10/2023 22:55,37359.82,-6.43,-0.26
Entry long,buy,11/11/2023 1:20,37148.8,,
Exit long,buyclose,11/11/2023 1:35,37090.6,-5.42,-0.22
Entry long,buy,11/11/2023 1:50,37085.7,,
Exit long,buyclose,11/11/2023 14:30,37253.62,9.82,0.39
Entry long,buy,11/11/2023 16:00,37108.5,,
Exit long,buyclose,11/11/2023 16:35,37175.4,3.01,0.12
Entry long,buy,11/11/2023 20:35,37070,,
Exit long,buyclose,11/11/2023 22:10,36857.4,-15.84,-0.63
Entry long,buy,11/11/2023 22:35,36892.8,,
Exit long,buyclose,11/11/2023 23:40,36981.21,4.49,0.18
Entry long,buy,11/12/2023 0:50,36897.3,,
Exit long,buyclose,11/12/2023 5:55,37146.45,15.38,0.62
Entry long,buy,11/12/2023 9:45,37078.4,,
Exit long,buyclose,11/12/2023 10:30,37131.35,2.07,0.08
Entry long,buy,11/12/2023 12:25,37021.9,,
Exit long,buyclose,11/12/2023 13:15,37118.61,5.03,0.2
Entry long,buy,11/12/2023 18:10,37090.7,,
Exit long,buyclose,11/12/2023 18:25,37135.72,1.53,0.06
Entry long,buy,11/12/2023 23:20,37038,,
Exit long,buyclose,11/13/2023 1:05,37223.56,11.02,0.44
Entry long,buy,11/13/2023 3:40,37010.1,,
Exit long,buyclose,11/13/2023 6:35,36780,-17.04,-0.68
Entry long,buy,11/13/2023 11:15,36918.7,,
Exit long,buyclose,11/13/2023 11:45,36728,-14.41,-0.58
Entry long,buy,11/13/2023 12:05,36784.2,,
Exit long,buyclose,11/13/2023 12:45,36896.48,6.13,0.25
Entry long,buy,11/13/2023 14:45,36744.7,,
Exit long,buyclose,11/13/2023 15:50,36915.01,10.09,0.4
Entry long,buy,11/13/2023 17:20,36778,,
Exit long,buyclose,11/13/2023 21:10,36437.4,-24.65,-0.99
Entry long,buy,11/13/2023 21:30,36396.5,,
Exit long,buyclose,11/14/2023 15:30,35863.6,-38.1,-1.52
Entry long,buy,11/14/2023 16:05,36253.4,,
Exit long,buyclose,11/14/2023 16:10,36295.83,1.43,0.06
Entry long,buy,11/14/2023 18:00,36104.8,,
Exit long,buyclose,11/14/2023 18:40,35827.1,-20.73,-0.83
Entry long,buy,11/14/2023 19:50,35275.6,,
Exit long,buyclose,11/14/2023 20:20,35477.28,12.79,0.51
Entry long,buy,11/15/2023 2:00,35470.5,,
Exit long,buyclose,11/15/2023 5:00,35607.25,8.14,0.33
Entry long,buy,11/16/2023 1:50,37494.2,,
Exit long,buyclose,11/16/2023 8:25,37284.8,-15.46,-0.62
Entry long,buy,11/16/2023 9:10,37386.1,,
Exit long,buyclose,11/16/2023 9:15,37405.94,-0.17,-0.01
Entry long,buy,11/16/2023 11:55,37272,,
Exit long,buyclose,11/16/2023 13:45,36725.1,-38.18,-1.53
Entry long,buy,11/16/2023 14:10,36712,,
Exit long,buyclose,11/16/2023 15:40,36382.7,-23.92,-0.96
Entry long,buy,11/16/2023 15:45,36499,,
Exit long,buyclose,11/16/2023 19:20,35707.2,-55.73,-2.23
Entry long,buy,11/17/2023 14:45,36094.5,,
Exit long,buyclose,11/17/2023 14:50,35901.2,-14.89,-0.6
Entry long,buy,11/18/2023 5:10,36312.5,,
Exit long,buyclose,11/18/2023 7:00,36240.8,-6.44,-0.26
Entry long,buy,11/18/2023 20:15,36575.9,,
Exit long,buyclose,11/19/2023 8:20,36702.47,7.15,0.29
Entry long,buy,11/19/2023 10:30,36567.9,,
Exit long,buyclose,11/19/2023 11:20,36415.6,-11.91,-0.48
Entry long,buy,11/19/2023 12:25,36442.2,,
Exit long,buyclose,11/19/2023 12:45,36483.22,1.31,0.05
Entry long,buy,11/19/2023 14:15,36424.9,,
Exit long,buyclose,11/19/2023 15:20,36502.88,3.85,0.15
Entry long,buy,11/20/2023 3:45,37110,,
Exit long,buyclose,11/20/2023 10:40,37286.88,10.42,0.42
Entry long,buy,11/20/2023 11:55,37160.9,,
Exit long,buyclose,11/20/2023 14:10,36775.4,-27.43,-1.1
Entry long,buy,11/20/2023 14:15,36981.1,,
Exit long,buyclose,11/20/2023 14:30,37144.5,9.55,0.38
Entry long,buy,11/20/2023 17:30,37349.3,,
Exit long,buyclose,11/20/2023 17:35,37274.55,-6.5,-0.26
Entry long,buy,11/20/2023 21:20,37414.4,,
Exit long,buyclose,11/20/2023 22:15,37550.12,7.57,0.3
Entry long,buy,11/21/2023 0:50,37364.6,,
Exit long,buyclose,11/21/2023 1:35,37515.88,8.62,0.34
Entry long,buy,11/21/2023 4:55,37413.2,,
Exit long,buyclose,11/21/2023 7:05,37320.3,-7.71,-0.31
Entry long,buy,11/21/2023 7:10,37316.1,,
Exit long,buyclose,11/21/2023 8:50,37419.03,5.4,0.22
Entry long,buy,11/21/2023 11:20,37248.9,,
Exit long,buyclose,11/21/2023 13:10,37119.8,-10.16,-0.41
Entry long,buy,11/21/2023 13:20,37183.5,,
Exit long,buyclose,11/21/2023 13:25,37211.43,0.38,0.02
Entry long,buy,11/21/2023 13:40,37082.7,,
Exit long,buyclose,11/21/2023 14:00,36993.5,-7.51,-0.3
Entry long,buy,11/21/2023 21:50,36769.6,,
Exit long,buyclose,11/21/2023 22:30,36404.2,-26.34,-1.05
Entry long,buy,11/23/2023 3:10,37286,,
Exit long,buyclose,11/23/2023 3:25,37375.09,4.47,0.18
Entry long,buy,11/23/2023 11:15,37314.7,,
Exit long,buyclose,11/23/2023 11:20,37214.3,-8.23,-0.33
Entry long,buy,11/23/2023 11:50,37308,,
Exit long,buyclose,11/23/2023 12:05,37425.78,6.39,0.26
Entry long,buy,11/23/2023 14:30,37209.9,,
Exit long,buyclose,11/23/2023 15:25,37017.2,-14.45,-0.58
Entry long,buy,11/24/2023 16:55,37733.3,,
Exit long,buyclose,11/27/2023 11:35,36866.1,-58.96,-2.36
Entry long,buy,11/27/2023 12:30,36943.8,,
Exit long,buyclose,11/27/2023 16:45,37112.93,9.95,0.4
Entry long,buy,11/27/2023 19:50,36859.5,,
Exit long,buyclose,11/27/2023 21:35,37028.71,9.98,0.4
Entry long,buy,11/28/2023 3:50,37108.1,,
Exit long,buyclose,11/28/2023 4:45,36989.4,-9.5,-0.38
Entry long,buy,11/28/2023 21:55,37932.1,,
Exit long,buyclose,11/28/2023 23:35,37707.2,-16.32,-0.65
Entry long,buy,11/29/2023 0:10,37675.3,,
Exit long,buyclose,11/29/2023 0:35,37856.89,10.55,0.42
Entry long,buy,11/29/2023 10:40,37911.5,,
Exit long,buyclose,11/29/2023 12:35,38263.22,21.69,0.87
Entry long,buy,11/29/2023 14:35,37956.3,,
Exit long,buyclose,11/29/2023 15:05,37669.6,-20.38,-0.82
Entry long,buy,11/29/2023 16:40,37738.6,,
Exit long,buyclose,11/29/2023 17:55,37844.04,5.48,0.22
Entry long,buy,11/29/2023 20:35,37635.4,,
Exit long,buyclose,11/29/2023 23:40,37855.34,13.11,0.52
Entry long,buy,11/30/2023 6:50,37833.4,,
Exit long,buyclose,11/30/2023 8:35,37623.6,-15.36,-0.61
Entry long,buy,11/30/2023 9:00,37693.7,,
Exit long,buyclose,11/30/2023 9:20,37705.63,-0.71,-0.03
Entry long,buy,11/30/2023 13:55,37709.5,,
Exit long,buyclose,12/1/2023 1:35,37935.09,13.46,0.54
Entry long,buy,12/1/2023 12:45,38345.1,,
Exit long,buyclose,12/1/2023 16:15,38589.04,14.4,0.58
Entry long,buy,12/1/2023 22:55,38683.7,,
Exit long,buyclose,12/2/2023 7:10,38812.94,6.85,0.27
Entry long,buy,12/2/2023 15:05,38735.6,,
Exit long,buyclose,12/2/2023 15:30,38806.81,3.1,0.12
Entry long,buy,12/3/2023 2:55,39348.9,,
Exit long,buyclose,12/3/2023 10:45,39515.88,9.11,0.36
Entry long,buy,12/3/2023 12:55,39393.3,,
Exit long,buyclose,12/3/2023 13:05,39488.05,4.51,0.18
Entry long,buy,12/3/2023 17:30,39536.1,,
Exit long,buyclose,12/3/2023 21:50,39731.05,10.83,0.43
Entry long,buy,12/4/2023 15:30,41190,,
Exit long,buyclose,12/4/2023 15:35,41138.1,-4.65,-0.19
Entry long,buy,12/5/2023 6:40,41705.1,,
Exit long,buyclose,12/5/2023 7:40,41445.7,-17.05,-0.68
Entry long,buy,12/5/2023 8:35,41461.5,,
Exit long,buyclose,12/5/2023 9:05,41626.37,8.44,0.34
Entry long,buy,12/6/2023 2:25,43707.8,,
Exit long,buyclose,12/6/2023 2:55,43903.68,9.7,0.39
Entry long,buy,12/6/2023 6:25,43572,,
Exit long,buyclose,12/6/2023 6:35,43678.61,4.62,0.18
Entry long,buy,12/6/2023 11:20,43631.4,,
Exit long,buyclose,12/6/2023 12:45,44208.56,31.57,1.26
Entry long,buy,12/6/2023 15:50,43795,,
Exit long,buyclose,12/6/2023 17:10,44090.7,15.38,0.62
Entry long,buy,12/6/2023 21:00,43783.5,,
Exit long,buyclose,12/7/2023 4:25,44052.22,13.84,0.55
Entry long,buy,12/7/2023 6:50,43883.7,,
Exit long,buyclose,12/7/2023 8:15,43736.9,-9.86,-0.39
Entry long,buy,12/7/2023 10:15,43149.9,,
Exit long,buyclose,12/7/2023 13:00,43537.73,20.97,0.84
Entry long,buy,12/7/2023 17:45,43309.9,,
Exit long,buyclose,12/8/2023 11:40,43674.88,19.57,0.78
Entry long,buy,12/8/2023 23:45,44171,,
Exit long,buyclose,12/9/2023 5:20,44348.42,8.54,0.34
Entry long,buy,12/9/2023 7:30,44182.2,,
Exit long,buyclose,12/9/2023 8:35,44056.2,-8.63,-0.35
Entry long,buy,12/9/2023 9:45,43908.6,,
Exit long,buyclose,12/9/2023 13:05,43964.43,1.68,0.07
Entry long,buy,12/9/2023 14:50,43883.1,,
Exit long,buyclose,12/9/2023 15:50,44139.8,13.12,0.52
Entry long,buy,12/9/2023 23:10,43854.1,,
Exit long,buyclose,12/9/2023 23:30,43662.3,-12.43,-0.5
Entry long,buy,12/10/2023 8:45,43821.3,,
Exit long,buyclose,12/10/2023 15:15,44004.37,8.94,0.36
Entry long,buy,12/10/2023 17:30,43837.9,,
Exit long,buyclose,12/10/2023 18:00,43869.01,0.27,0.01
Entry long,buy,12/10/2023 19:35,43814.8,,
Exit long,buyclose,12/10/2023 20:30,43894.64,3.06,0.12
Entry long,buy,12/10/2023 23:15,43665,,
Exit long,buyclose,12/11/2023 1:05,43506.1,-10.6,-0.42
Entry long,buy,12/11/2023 5:25,41969,,
Exit long,buyclose,12/11/2023 5:45,41670.1,-19.3,-0.77
Entry long,buy,12/11/2023 6:40,41930.9,,
Exit long,buyclose,12/11/2023 6:50,42046.02,5.36,0.21
Entry long,buy,12/11/2023 13:30,42156.9,,
Exit long,buyclose,12/11/2023 13:45,41945.7,-14.02,-0.56
Entry long,buy,12/11/2023 14:20,41940,,
Exit long,buyclose,12/11/2023 14:45,42120.8,9.28,0.37
Entry long,buy,12/11/2023 16:10,41634.1,,
Exit long,buyclose,12/11/2023 17:50,41320.6,-20.32,-0.81
Entry long,buy,12/11/2023 17:55,41379.4,,
Exit long,buyclose,12/11/2023 18:10,40912.1,-29.73,-1.19
Entry long,buy,12/11/2023 19:20,40552.8,,
Exit long,buyclose,12/11/2023 21:05,41079.6,30.98,1.24
Entry long,buy,12/12/2023 4:40,41538,,
Exit long,buyclose,12/12/2023 4:55,41444.6,-7.12,-0.28
Entry long,buy,12/12/2023 11:45,41717.1,,
Exit long,buyclose,12/12/2023 12:15,41809.57,4.04,0.16
Entry long,buy,12/12/2023 14:45,41521.6,,
Exit long,buyclose,12/12/2023 14:55,41355.2,-11.52,-0.46
Entry long,buy,12/12/2023 15:15,41488.8,,
Exit long,buyclose,12/12/2023 17:25,40890.7,-37.54,-1.5
Entry long,buy,12/12/2023 17:30,40829.9,,
Exit long,buyclose,12/12/2023 18:15,41337.82,29.6,1.18
Entry long,buy,12/13/2023 1:25,41033.5,,
Exit long,buyclose,12/13/2023 2:20,40819.2,-14.56,-0.58
Entry long,buy,12/13/2023 2:25,40892.8,,
Exit long,buyclose,12/13/2023 7:05,41152.5,14.38,0.58
Entry long,buy,12/13/2023 11:50,41112.9,,
Exit long,buyclose,12/13/2023 12:15,41233.34,5.82,0.23
Entry long,buy,12/14/2023 13:10,42809.8,,
Exit long,buyclose,12/14/2023 13:25,42522.1,-18.3,-0.73
Entry long,buy,12/14/2023 13:30,41960.9,,
Exit long,buyclose,12/14/2023 17:30,43063.21,64.17,2.57
Entry long,buy,12/15/2023 3:20,42785.3,,
