profit,fees-total,transfer-volume-mean,supply-last-active-1-years-ago,block-height,total-addresses,total-addresses,price-drawdown-from-ath,utxos-total,utxos-total,circulating-supply,circulating-supply,utxo-value-spent-total,circulating-supply,circulating-supply,fees-median,transfer-volume-median,fees-mean,total-addresses,total-addresses,utxo-value-created-median,utxos-total,utxos-total
0,0.000908725,0.001408329,0.7461703546215814,0.6203028196344162,0.5424542422698246,0.5436295741941148,0.3414988176049415,0.7033409540788496,0.7033409540788496,0.7668290566562326,0.7668231994402706,0.000922442,0.7668290566562326,0.7668231994402706,0.013260753298703961,0.000782722,0.003130849,0.5424542422698246,0.5436295741941148,0.008530409,0.7033409540788496,0.7033409540788496
0,0.00191659,0.001154259,0.7460602437720831,0.6203363235585635,0.5424840422064013,0.5436594386980119,0.3414720744220121,0.7034322340100732,0.7034322340100732,0.7668657204356264,0.7668598629396182,0.00281904,0.7668657204356264,0.7668598629396182,0.007289751,0.000103878,0.001771536,0.5424840422064013,0.5436594386980119,0.002436463,0.7034322340100732,0.7034322340100732
0,0.00191659,0.001154259,0.7460602437720831,0.6203363235585635,0.5424840422064013,0.5436594386980119,0.3414720744220121,0.7034322340100732,0.7034322340100732,0.7668657204356264,0.7668598629396182,0.00281904,0.7668657204356264,0.7668598629396182,0.007289751,0.000103878,0.001771536,0.5424840422064013,0.5436594386980119,0.002436463,0.7034322340100732,0.7034322340100732
1,0.00191659,0.001154259,0.7460602437720831,0.6203363235585635,0.5424840422064013,0.5436594386980119,0.3414720744220121,0.7034322340100732,0.7034322340100732,0.7668657204356264,0.7668598629396182,0.00281904,0.7668657204356264,0.7668598629396182,0.007289751,0.000103878,0.001771536,0.5424840422064013,0.5436594386980119,0.002436463,0.7034322340100732,0.7034322340100732
0,0.003211843,0.000377641,0.7461405813011448,0.6204898832109045,0.5426280269410951,0.543803735,0.34341322520230644,0.7037954977294438,0.7037954977294438,0.767033763,0.767027904,0.001741827,0.767033763,0.767027904,0.005824475,0.000143727,0.001570535,0.5426280269410951,0.543803735,0.003617351,0.7037954977294438,0.7037954977294438
1,0.002487064,0.000921733,0.7461995435235205,0.6205792270086301,0.5427448897215457,0.5439208513896965,0.34638784022550495,0.70418206,0.70418206,0.7671315328362334,0.7671256733098892,0.001935566,0.7671315328362334,0.7671256733098892,0.012711274570857113,0.000354062,0.002670931,0.5427448897215457,0.5439208513896965,0.006273294,0.70418206,0.70418206
0,0.001761197,0.000646238,0.7461383156787507,0.6206853227684292,0.5428673413831454,0.5440435683664802,0.35549866587787404,0.7045432902527466,0.7045432902527466,0.7672476348043147,0.7672417743911564,0.001285189,0.7672476348043147,0.7672417743911564,0.007472911,0.000133597,0.001996385,0.5428673413831454,0.5440435683664802,0.002939263,0.7045432902527466,0.7045432902527466
0,0.003439583,0.00087161,0.7461682451109779,0.6207997945092651,0.5429373890650276,0.5441137678201993,0.32977396113980106,0.7047242507912852,0.7047242507912852,0.7673729027172445,0.7673670413472613,0.003410016,0.7673729027172445,0.7673670413472613,0.007875862,0.000179148,0.001982758,0.5429373890650276,0.5441137678201993,0.004100029,0.7047242507912852,0.7047242507912852
0,0.001736065,0.000946938,0.7463815538596663,0.621000818,0.5431374999854288,0.5443143123195732,0.32937490045354634,0.7050169764283942,0.7050169764283942,0.7675928853936083,0.7675870223433479,0.002218326,0.7675928853936083,0.7675870223433479,0.006264057,0.000218073,0.001672739,0.5431374999854288,0.5443143123195732,0.005196586,0.7050169764283942,0.7050169764283942
1,0.00177407,0.000535312,0.7464345758282735,0.6214279930870237,0.5435555026036464,0.544733221,0.33041664260372183,0.7057405520285638,0.7057405520285638,0.7680603485808821,0.7680544819600308,0.001310076,0.7680603485808821,0.7680544819600308,0.006373953,0.000194977,0.001635264,0.5435555026036464,0.544733221,0.004783963,0.7057405520285638,0.7057405520285638
0,0.001998218,0.000641178,0.7464241283469157,0.6214419530554183,0.5435757886262905,0.5447535505974578,0.3289368543402176,0.7057694780720944,0.7057694780720944,0.7680756251556295,0.768069758,0.001973173,0.7680756251556295,0.768069758,0.006483849,0.000347921,0.001464924,0.5435757886262905,0.5447535505974578,0.006002081,0.7057694780720944,0.7057694780720944
0,0.002588134,0.001140298,0.7480036994651573,0.621790952,0.5438936449580236,0.5450720956263471,0.32221398740959983,0.7063274446687733,0.7063274446687733,0.7684575395243178,0.7684516698696302,0.002293754,0.7684575395243178,0.7684516698696302,0.016227938429076945,0.000719153,0.002902594,0.5438936449580236,0.5450720956263471,0.010542405675868506,0.7063274446687733,0.7063274446687733
0,0.002588134,0.001140298,0.7480036994651573,0.621790952,0.5438936449580236,0.5450720956263471,0.32221398740959983,0.7063274446687733,0.7063274446687733,0.7684575395243178,0.7684516698696302,0.002293754,0.7684575395243178,0.7684516698696302,0.016227938429076945,0.000719153,0.002902594,0.5438936449580236,0.5450720956263471,0.010542405675868506,0.7063274446687733,0.7063274446687733
1,0.007199153,0.000810177,0.7479931639207378,0.6218188722020732,0.5439394760123137,0.5451180259824714,0.3309225461020554,0.7063793733339512,0.7063793733339512,0.7684880926738127,0.7684822227857535,0.005364871,0.7684880926738127,0.7684822227857535,0.014909189482244508,0.000357813,0.002452896,0.5439394760123137,0.5451180259824714,0.007287143,0.7063793733339512,0.7063793733339512
0,0.001703133,0.001007892,0.7501467741037613,0.6220087277722404,0.5441292605971756,0.545308222,0.3305304688943753,0.7064773171147936,0.7064773171147936,0.7686958540903794,0.7686899826153906,0.001567258,0.7686958540903794,0.7686899826153906,0.010147040507571816,0.000156311,0.00246993,0.5441292605971756,0.545308222,0.003234497,0.7064773171147936,0.7064773171147936
0,0.001622451,0.000669214,0.7491723002908597,0.6224163588493636,0.5445257758340493,0.5457055961360506,0.3229419915105406,0.7068871488025379,0.7068871488025379,0.7691419300730069,0.769136055,0.001556842,0.7691419300730069,0.769136055,0.005824475,0.000137638,0.001573942,0.5445257758340493,0.5457055961360506,0.002543771,0.7068871488025379,0.7068871488025379
0,0.001622451,0.000669214,0.7491723002908597,0.6224163588493636,0.5445257758340493,0.5457055961360506,0.3229419915105406,0.7068871488025379,0.7068871488025379,0.7691419300730069,0.769136055,0.001556842,0.7691419300730069,0.769136055,0.005824475,0.000137638,0.001573942,0.5445257758340493,0.5457055961360506,0.002543771,0.7068871488025379,0.7068871488025379
1,0.00202594,0.000757774,0.7491459574269455,0.6224331108114372,0.5445398500075357,0.5457197008039532,0.32133977007828274,0.7068846412206071,0.7068846412206071,0.7691602619627038,0.7691543869404618,0.002268784,0.7691602619627038,0.7691543869404618,0.005787843,0.000177306,0.001526246,0.5445398500075357,0.5457197008039532,0.003655216,0.7068846412206071,0.7068846412206071
0,0.00202594,0.000757774,0.7491459574269455,0.6224331108114372,0.5445398500075357,0.5457197008039532,0.32133977007828274,0.7068846412206071,0.7068846412206071,0.7691602619627038,0.7691543869404618,0.002268784,0.7691602619627038,0.7691543869404618,0.005787843,0.000177306,0.001526246,0.5445398500075357,0.5457197008039532,0.003655216,0.7068846412206071,0.7068846412206071
1,0.002397628,0.00074921,0.7491517575803892,0.6224526547671896,0.5445535642191854,0.5457334447300922,0.32472401457157685,0.706906745,0.706906745,0.7691816491673502,0.7691757739817473,0.002175592,0.7691816491673502,0.7691757739817473,0.004102775,0.000164766,0.00186352,0.5445535642191854,0.5457334447300922,0.003986539,0.706906745,0.706906745
0,0.003246946,0.001310752,0.7491208354372898,0.6224805747039788,0.5445823199321057,0.5457622627478205,0.3173440570163467,0.706855686,0.706855686,0.7692122023168451,0.7692063268978706,0.003895959,0.7692122023168451,0.7692063268978706,0.010623255405039085,0.000477853,0.002463117,0.5445823199321057,0.5457622627478205,0.008063817,0.706855686,0.706855686
0,0.002285037,0.000789598,0.7477174064530214,0.6229217097052493,0.5450074426623198,0.5461883065885682,0.3068866214577153,0.7071699428356222,0.7071699428356222,0.7696949420788664,0.7696890629726156,0.002634786,0.7696949420788664,0.7696890629726156,0.003773087,0.000196487,0.00154328,0.5450074426623198,0.5461883065885682,0.004586984,0.7071699428356222,0.7071699428356222
0,0.002093964,0.000770955,0.7478812157555528,0.6229440456546806,0.5450247074572879,0.5462056087910504,0.3059655377025099,0.7072021366335586,0.7072021366335586,0.7697193845984631,0.7697135053055137,0.002395368,0.7697193845984631,0.7697135053055137,0.003736455,0.00022846,0.001519433,0.5450247074572879,0.5462056087910504,0.005400695,0.7072021366335586,0.7072021366335586
1,0.000933676,0.000531944,0.7478824286240779,0.6229607976167542,0.5450337009310416,0.5462146217509026,0.31221407518283106,0.707231033,0.707231033,0.769737716,0.7697318370551876,0.000895813,0.769737716,0.7697318370551876,0.003040449,0.000199049,0.001250296,0.5450337009310416,0.5462146217509026,0.004923356,0.707231033,0.707231033
0,0.001467525,0.001355359,0.7464618913887284,0.6231562371742789,0.5452750937905083,0.5464565376346392,0.31716421724602284,0.7070155093547517,0.7070155093547517,0.7699515885346249,0.7699457074680489,0.002941657,0.7699515885346249,0.7699457074680489,0.006630377,0.000421151,0.001526246,0.5452750937905083,0.5464565376346392,0.00806639,0.7070155093547517,0.7070155093547517
0,0.000947931,0.00066921,0.7464270584451358,0.6231841571110683,0.545311492,0.5464930149929705,0.3096052363879248,0.7069935630766735,0.7069935630766735,0.7699821416841197,0.7699762603841722,0.001399213,0.7699821416841197,0.7699762603841722,0.004102775,0.000139862,0.00102204,0.545311492,0.5464930149929705,0.00364971,0.7069935630766735,0.7069935630766735
0,0.001600365,0.001147679,0.7470777483990065,0.6232009090731419,0.5453285018742968,0.5465100614373603,0.3072099103882985,0.7069843521556447,0.7069843521556447,0.7700004735738166,0.769994592,0.003261295,0.7700004735738166,0.769994592,0.005274996,0.000214017,0.001270736,0.5453285018742968,0.5465100614373603,0.005337169,0.7069843521556447,0.7069843521556447
1,0.001063284,0.001106177,0.7469675855122444,0.623228829,0.5453512808834078,0.5465328898015956,0.3082038290001812,0.7069953993374574,0.7069953993374574,0.7700310267233124,0.7700251450499693,0.001500813,0.7700310267233124,0.7700251450499693,0.00611753,0.00030422,0.001768129,0.5453512808834078,0.5465328898015956,0.005928964,0.7069953993374574,0.7069953993374574
0,0.004242881,0.000788548,0.7468867876535443,0.6234186845800982,0.5454795766312981,0.546661464,0.31003016538541184,0.7072683012559964,0.7072683012559964,0.7702387881398782,0.7702329048796064,0.001809749,0.7702387881398782,0.7702329048796064,0.009231243,0.000591035,0.004170162,0.5454795766312981,0.546661464,0.008982931,0.7072683012559964,0.7072683012559964
1,0.004242881,0.000788548,0.7468867876535443,0.6234186845800982,0.5454795766312981,0.546661464,0.31003016538541184,0.7072683012559964,0.7072683012559964,0.7702387881398782,0.7702329048796064,0.001809749,0.7702387881398782,0.7702329048796064,0.009231243,0.000591035,0.004170162,0.5454795766312981,0.546661464,0.008982931,0.7072683012559964,0.7072683012559964
0,0.001103226,0.00078041,0.7477420521015736,0.6236392520807332,0.5456806381629895,0.5468629606973592,0.30949967131761635,0.7073653367788166,0.7073653367788166,0.7704801580208893,0.7704742729169785,0.001148437,0.7704801580208893,0.7704742729169785,0.003956247,0.000179949,0.001689773,0.5456806381629895,0.5468629606973592,0.005313156,0.7073653367788166,0.7073653367788166
1,0.000776909,0.000648958,0.7477499817799524,0.6236950919543118,0.5457141357880315,0.5468965309014779,0.3119285046648611,0.7075693196837423,0.7075693196837423,0.770541264,0.7705353787492242,0.000660476,0.770541264,0.7705353787492242,0.002725414,0.000125942,0.001720434,0.5457141357880315,0.5468965309014779,0.003063888,0.7075693196837423,0.7075693196837423
0,0.002040193,0.002320106,0.7470816792138313,0.624183691,0.5461176764101026,0.5473009458722754,0.3259594120749677,0.7086113976785833,0.7086113976785833,0.7710759444360424,0.7710700547813789,0.006750715,0.7710759444360424,0.7710700547813789,0.005787843,0.000430496,0.001580755,0.5461176764101026,0.5473009458722754,0.008039273,0.7086113976785833,0.7086113976785833
1,0.001112129,0.001175386,0.74708774,0.6241948588228396,0.5461279247353367,0.5473112164024863,0.3276340702615228,0.7085791940082771,0.7085791940082771,0.7710881656958404,0.7710822759478275,0.002139553,0.7710881656958404,0.7710822759478275,0.003663192,0.000244131,0.001379754,0.5461279247353367,0.5473112164024863,0.005723963,0.7085791940082771,0.7085791940082771
0,0.00345871,0.001987336,0.7469603323182901,0.6244712661970533,0.5465110756925009,0.5476951975302283,0.35276419002440196,0.7088489367684785,0.7088489367684785,0.7713906418758412,0.7713847498174462,0.006773353,0.7713906418758412,0.7713847498174462,0.012088532012630684,0.000306269,0.00228937,0.5465110756925009,0.5476951975302283,0.006685395,0.7088489367684785,0.7088489367684785
0,0.00345871,0.001987336,0.7469603323182901,0.6244712661970533,0.5465110756925009,0.5476951975302283,0.35276419002440196,0.7088489367684785,0.7088489367684785,0.7713906418758412,0.7713847498174462,0.006773353,0.7713906418758412,0.7713847498174462,0.012088532012630684,0.000306269,0.00228937,0.5465110756925009,0.5476951975302283,0.006685395,0.7088489367684785,0.7088489367684785
0,0.002925786,0.001445346,0.7469273807219154,0.6245494420200632,0.5465645974484483,0.5477488352514011,0.34944250958476764,0.7085124074265414,0.7085124074265414,0.7714761906944267,0.7714702979825909,0.004202896,0.7714761906944267,0.7714702979825909,0.009084715,0.000275208,0.002268929,0.5465645974484483,0.5477488352514011,0.00642026,0.7085124074265414,0.7085124074265414
1,0.002963227,0.001022557,0.7469176257364485,0.6245829459442103,0.5466092806368195,0.5477936152545331,0.3541168060321387,0.7085332776163107,0.7085332776163107,0.7715128544738215,0.7715069614819385,0.002936292,0.7715128544738215,0.7715069614819385,0.010476727744279926,0.000429417,0.002326845,0.5466092806368195,0.5477936152545331,0.008129402,0.7085332776163107,0.7085332776163107
0,0.004032218,0.001040717,0.7465506509487387,0.624666706,0.5467040843318324,0.5478886243600685,0.3512544654154659,0.7085646421351834,0.7085646421351834,0.771604514,0.7715986202303076,0.004322818,0.771604514,0.7715986202303076,0.009487666,0.000274184,0.002190573,0.5467040843318324,0.5478886243600685,0.00548272,0.7085646421351834,0.7085646421351834
1,0.002614635,0.00109987,0.7469907420944877,0.624786761,0.5468801569339105,0.5480650784574582,0.37110717196884757,0.7087514174995377,0.7087514174995377,0.7717358924651347,0.7717299977696368,0.003379271,0.7717358924651347,0.7717299977696368,0.009414402,0.000406271,0.001918029,0.5468801569339105,0.5480650784574582,0.008379278,0.7087514174995377,0.7087514174995377
0,0.002546888,0.000971404,0.7452972534007822,0.6249961610086914,0.5470553157009851,0.5482406167398444,0.37295413935436017,0.7090497407703265,0.7090497407703265,0.7719650410863479,0.7719591446405603,0.003151429,0.7719650410863479,0.7719591446405603,0.006154162,0.000172447,0.001771536,0.5470553157009851,0.5482406167398444,0.004302314,0.7090497407703265,0.7090497407703265
1,0.002546888,0.000971404,0.7452972534007822,0.6249961610086914,0.5470553157009851,0.5482406167398444,0.37295413935436017,0.7090497407703265,0.7090497407703265,0.7719650410863479,0.7719591446405603,0.003151429,0.7719650410863479,0.7719591446405603,0.006154162,0.000172447,0.001771536,0.5470553157009851,0.5482406167398444,0.004302314,0.7090497407703265,0.7090497407703265
0,0.003319607,0.001029533,0.7453216748888145,0.6250212889518019,0.5470780557049435,0.5482634060144149,0.3664444479047301,0.7090693374243908,0.7090693374243908,0.7719925389208933,0.771986642,0.004226086,0.7719925389208933,0.771986642,0.007472911,0.000226975,0.001822638,0.5470780557049435,0.5482634060144149,0.005490912,0.7090693374243908,0.7090693374243908
1,0.003559435,0.001134956,0.7449711999164907,0.6251469286673534,0.5472539823163075,0.5484397138047736,0.3726887373704343,0.7093880273940887,0.7093880273940887,0.772130028,0.7721241303876245,0.004077321,0.772130028,0.7721241303876245,0.011429157539214464,0.000476261,0.002234861,0.5472539823163075,0.5484397138047736,0.008527997,0.7093880273940887,0.7093880273940887
0,0.001629665,0.001065901,0.7449112009517116,0.6252334804714001,0.5473398348860181,0.5485257523906643,0.3685827308784859,0.7095154401988011,0.7095154401988011,0.772224743,0.7722188444276061,0.002375829,0.772224743,0.7722188444276061,0.007436279,0.000205653,0.001648891,0.5473398348860181,0.5485257523906643,0.004612605,0.7095154401988011,0.7095154401988011
0,0.002123093,0.000672679,0.7448658204551009,0.6252586084145104,0.5473607995983174,0.5485467625270632,0.3660562873569917,0.7095765995297474,0.7095765995297474,0.7722522406916013,0.7722463420521168,0.002602225,0.7722522406916013,0.7722463420521168,0.005787843,0.000131203,0.001236668,0.5473607995983174,0.5485467625270632,0.003483369,0.7095765995297474,0.7095765995297474
0,0.002123093,0.000672679,0.7448658204551009,0.6252586084145104,0.5473607995983174,0.5485467625270632,0.3660562873569917,0.7095765995297474,0.7095765995297474,0.7722522406916013,0.7722463420521168,0.002602225,0.7722522406916013,0.7722463420521168,0.005787843,0.000131203,0.001236668,0.5473607995983174,0.5485467625270632,0.003483369,0.7095765995297474,0.7095765995297474
1,0.002123093,0.000672679,0.7448658204551009,0.6252586084145104,0.5473607995983174,0.5485467625270632,0.3660562873569917,0.7095765995297474,0.7095765995297474,0.7722522406916013,0.7722463420521168,0.002602225,0.7722522406916013,0.7722463420521168,0.005787843,0.000131203,0.001236668,0.5473607995983174,0.5485467625270632,0.003483369,0.7095765995297474,0.7095765995297474
0,0.005015581,0.001298085,0.7446340224664161,0.6255517677507978,0.547630696,0.5488172440209784,0.3706152890642118,0.7102129329979439,0.7102129329979439,0.772573049,0.7725671476714093,0.006610834,0.772573049,0.7725671476714093,0.010293568168330975,0.000412537,0.002221234,0.547630696,0.5488172440209784,0.008067403,0.7102129329979439,0.7102129329979439
1,0.004460731,0.001650523,0.7446308802162755,0.6255713117065502,0.5476626448721298,0.5488492618069813,0.37645623049557575,0.710292198,0.710292198,0.7725944359659453,0.7725885347126957,0.007708464,0.7725944359659453,0.7725885347126957,0.010549991574659504,0.000391149,0.002153098,0.5476626448721298,0.5488492618069813,0.008039273,0.710292198,0.710292198
0,0.001952793,0.000894768,0.7444716101642654,0.6256690314853126,0.5477949915837245,0.5489818952732977,0.3801557172453006,0.7102823061405685,0.7102823061405685,0.7727013719891782,0.77269547,0.002931108,0.7727013719891782,0.77269547,0.003699823,0.000149974,0.001345686,0.5477949915837245,0.5489818952732977,0.003724378,0.7102823061405685,0.7102823061405685
0,0.00229614,0.001203144,0.7436980562284805,0.6257667512640752,0.5478646703883066,0.5490517250504726,0.37135870473333377,0.7106751869693564,0.7106751869693564,0.7728083080124102,0.7728024051255571,0.002531103,0.7728083080124102,0.7728024051255571,0.008645132,0.000211054,0.002463117,0.5478646703883066,0.5490517250504726,0.004763374,0.7106751869693564,0.7106751869693564
0,0.001940516,0.008021655,0.7436882852315476,0.6257835032261487,0.5478762638340885,0.5490633436156948,0.3716082148039914,0.710732773,0.710732773,0.77282664,0.7728207368752309,0.021922395,0.77282664,0.7728207368752309,0.005238364,0.000123107,0.001601196,0.5478762638340885,0.5490633436156948,0.002641335,0.710732773,0.710732773
1,0.002593374,0.000776594,0.7436490291205609,0.6258142151566168,0.5479131237032835,0.5491002833489181,0.37209969007086086,0.7108109024370755,0.7108109024370755,0.7728602483665523,0.7728543450829659,0.0024882,0.7728602483665523,0.7728543450829659,0.007399647,0.000205257,0.001826045,0.5479131237032835,0.5491002833489181,0.004351337,0.7108109024370755,0.7108109024370755
0,0.002951883,0.001091688,0.7435544614013738,0.6258588870554798,0.5479533369011681,0.5491405836764657,0.36961254426034307,0.7108171812642718,0.7108171812642718,0.7729091334057441,0.77290323,0.003910024,0.7729091334057441,0.77290323,0.007289751,0.000280473,0.001860113,0.5479533369011681,0.5491405836764657,0.005738634,0.7108171812642718,0.7108171812642718
1,0.00318008,0.000948981,0.7426844583991838,0.6260599106003624,0.5482351625018068,0.5494230199067202,0.3733905143912317,0.7110041047141731,0.7110041047141731,0.7731291160821088,0.7731232107448496,0.00394069,0.7731291160821088,0.7731232107448496,0.009963881,0.000192684,0.001727248,0.5482351625018068,0.5494230199067202,0.004807477,0.7110041047141731,0.7110041047141731
0,0.001509401,0.001212888,0.742612875,0.6262134702527034,0.5483516318874326,0.5495397416457731,0.3732007888091141,0.7115817666886142,0.7115817666886142,0.7732971584043313,0.7732912517835264,0.002033213,0.7732971584043313,0.7732912517835264,0.008388709,0.000318931,0.002030453,0.5483516318874326,0.5495397416457731,0.005555701,0.7115817666886142,0.7115817666886142
1,0.001509401,0.001212888,0.742612875,0.6262134702527034,0.5483516318874326,0.5495397416457731,0.3732007888091141,0.7115817666886142,0.7115817666886142,0.7732971584043313,0.7732912517835264,0.002033213,0.7732971584043313,0.7732912517835264,0.008388709,0.000318931,0.002030453,0.5483516318874326,0.5495397416457731,0.005555701,0.7115817666886142,0.7115817666886142
0,0.002196398,0.000937542,0.7426132554112936,0.6262525581642082,0.5483829931445457,0.5495711708531091,0.37289063129745215,0.7116763341189831,0.7116763341189831,0.7733399328136241,0.7733340258660983,0.002548705,0.7733399328136241,0.7733340258660983,0.005311628,0.000143811,0.001822638,0.5483829931445457,0.5495711708531091,0.003503531,0.7116763341189831,0.7116763341189831
0,0.00203886,0.000777951,0.747355812,0.6263083980377868,0.5484305772018365,0.5496188580104537,0.3706723309372544,0.7117626778653039,0.7117626778653039,0.7734010391126138,0.773395132,0.002314421,0.7734010391126138,0.773395132,0.007326383,0.000176119,0.001546687,0.5484305772018365,0.5496188580104537,0.004019637,0.7117626778653039,0.7117626778653039
0,0.00203886,0.000777951,0.747355812,0.6263083980377868,0.5484305772018365,0.5496188580104537,0.3706723309372544,0.7117626778653039,0.7117626778653039,0.7734010391126138,0.773395132,0.002314421,0.7734010391126138,0.773395132,0.007326383,0.000176119,0.001546687,0.5484305772018365,0.5496188580104537,0.004019637,0.7117626778653039,0.7117626778653039
1,0.002149465,0.000693773,0.7477849228009383,0.6264033258228703,0.5485322937243209,0.5497207949214369,0.3729701528438042,0.7118393664339546,0.7118393664339546,0.7735049198208972,0.7734990116131635,0.00226972,0.7735049198208972,0.7734990116131635,0.007363015,0.000177874,0.001481958,0.5485322937243209,0.5497207949214369,0.004309051,0.7118393664339546,0.7118393664339546
0,0.004211329,0.000694104,0.7479512258892489,0.6264787096522013,0.5486538438096794,0.5498426083685403,0.3720083374939004,0.7119612309668362,0.7119612309668362,0.7735874133245342,0.7735815044866956,0.003199079,0.7735874133245342,0.7735815044866956,0.009231243,0.000357615,0.002061114,0.5486538438096794,0.5498426083685403,0.007872796,0.7119612309668362,0.7119612309668362
